the	-2.46932260348
to	-2.2838742963
of	-2.26385289192
a	-2.04597729087
in	-1.87931615817
n't	-1.82690253479
and	-1.79517768877
that	-1.78865794784
i	-1.76369315419
do	-1.69022336458
it	-1.67731422898
you	-1.66808131618
is	-1.65066148436
be	-1.64152342306
was	-1.60749446431
have	-1.59990942183
for	-1.50710276721
on	-1.44653373908
he	-1.44012059478
as	-1.39937048171
at	-1.36599407381
with	-1.35417742647
what	-1.34822730459
we	-1.32566586893
not	-1.29549148547
are	-1.24465133717
want	-1.23769708816
they	-1.23207192049
this	-1.22387899245
know	-1.21347612521
think	-1.20750133851
going	-1.20521358683
did	-1.20368893834
one	-1.18445803973
out	-1.17798667775
there	-1.17396889889
time	-1.15127666337
would	-1.14332598158
had	-1.14226490182
about	-1.1121083053
get	-1.10256820355
if	-1.10056866368
been	-1.0909729904
his	-1.04990983872
she	-1.04244111779
from	-1.04161519594
can	-1.03539100877
way	-1.01962045147
lot	-1.00908267549
me	-1.00893641575
who	-1.00182626187
more	-0.996634109188
up	-0.991444658339
but	-0.991299421194
people	-0.988091853727
has	-0.976524788389
all	-0.957710957615
an	-0.948308224984
were	-0.942408715674
her	-0.934378909684
back	-0.933254579638
go	-0.9284966632
how	-0.919681001097
could	-0.911341217645
when	-0.908962358371
make	-0.899791460329
no	-0.888206987041
like	-0.887447141233
first	-0.884074783437
united	-0.881833182284
by	-0.868153849682
just	-0.861669953547
see	-0.845328664536
than	-0.82954293665
much	-0.829095361494
so	-0.826350975054
will	-0.825378670666
or	-0.816798693107
states	-0.812512476801
take	-0.800810918662
able	-0.782831435039
him	-0.782175338199
end	-0.777505429069
does	-0.769777091853
part	-0.765555484061
my	-0.755773100058
us	-0.755141926662
say	-0.749852344728
ca	-0.731438363339
most	-0.730651352343
other	-0.723056753288
new	-0.722162222628
look	-0.718449362983
them	-0.697634440281
some	-0.696556738327
come	-0.689945123475
years	-0.673961715997
over	-0.671430885309
good	-0.666290849225
thing	-0.666066146345
need	-0.662749527346
tell	-0.655548356639
very	-0.654945396459
their	-0.648534000762
only	-0.64810475187
long	-0.622370307286
two	-0.618245534861
world	-0.614212084152
same	-0.608347572551
things	-0.601590925098
into	-0.596503015128
right	-0.594586200178
any	-0.584593044057
few	-0.582218606176
your	-0.574873157045
last	-0.574674396323
talk	-0.568293693658
said	-0.556229182256
little	-0.543462382145
fact	-0.534670207998
side	-0.533456902695
where	-0.531566746764
should	-0.527189460184
which	-0.515713096227
may	-0.506220849689
rest	-0.49969301692
wanted	-0.498245504903
down	-0.49682633988
because	-0.496527559074
best	-0.493929478727
something	-0.479090428555
work	-0.476229015312
even	-0.475869283854
front	-0.470613538203
year	-0.469177619207
find	-0.467103651644
number	-0.45239367002
day	-0.451633266615
important	-0.445881183232
next	-0.445227645397
put	-0.444129980868
why	-0.435718730165
really	-0.434992314552
our	-0.434303008741
many	-0.432946737032
got	-0.422053039477
president	-0.421467891916
here	-0.419668067048
middle	-0.415839320624
kind	-0.414143116506
made	-0.413118180919
those	-0.409785542759
believe	-0.40558857515
now	-0.404830435327
point	-0.401956641659
thought	-0.401543558942
york	-0.398085837122
life	-0.397745494537
place	-0.381628388662
trying	-0.380978895298
used	-0.379271151995
anything	-0.378915734734
between	-0.376850017152
sure	-0.375045401071
give	-0.374011863499
house	-0.359589139698
three	-0.352228818163
half	-0.351240011573
let	-0.341929910934
care	-0.341779757712
well	-0.338479113283
feel	-0.33281948091
also	-0.332246208073
state	-0.331486061127
idea	-0.321613632529
man	-0.320892687861
top	-0.317320078138
never	-0.304428579955
might	-0.299673530797
better	-0.297490834759
went	-0.296298824938
deal	-0.294240178143
times	-0.29060055788
done	-0.289941996449
matter	-0.289852925018
great	-0.281869643241
told	-0.279823332802
american	-0.27562792626
being	-0.274623457115
far	-0.267920057851
hard	-0.266728499823
head	-0.2661456046
came	-0.264222150504
knew	-0.264212700794
then	-0.263768332347
couple	-0.263654803672
nothing	-0.258438447786
keep	-0.25672089946
likely	-0.255902919162
after	-0.253245907292
school	-0.248421933527
sense	-0.248304320884
use	-0.242998358999
past	-0.239741396572
least	-0.236792119128
study	-0.236570617359
money	-0.232157387892
country	-0.231648405247
looked	-0.228356188451
through	-0.226813984413
too	-0.226391493871
mean	-0.225111210611
wo	-0.224842284801
around	-0.224179603252
bit	-0.222591269943
whether	-0.222133416796
help	-0.221132785857
each	-0.220380796762
try	-0.219323723964
before	-0.215259947827
ask	-0.210666334103
room	-0.210152920376
case	-0.209735324348
question	-0.208845255466
enough	-0.199755089559
live	-0.195680176104
national	-0.193572700151
these	-0.192370191908
doing	-0.190739267764
still	-0.190571359591
seen	-0.185548995975
off	-0.184585194398
door	-0.184164988148
chance	-0.181715170856
away	-0.180639730862
days	-0.169912428948
its	-0.164465584616
problem	-0.160895939062
found	-0.160272124993
hand	-0.155698211718
role	-0.147282409457
understand	-0.142256142437
both	-0.141767840459
seem	-0.140299631702
am	-0.137538033815
face	-0.136233103309
high	-0.133688004124
took	-0.131435912194
center	-0.128707567117
such	-0.128500956989
home	-0.126662972055
reason	-0.122177873599
news	-0.117354526179
second	-0.115668252932
difficult	-0.107191520596
job	-0.104032803311
until	-0.0998173187713
own	-0.0922455409729
pay	-0.0873742641838
war	-0.0869196542822
big	-0.0855672208952
looking	-0.0817146930145
white	-0.0812109127983
hands	-0.0767813659842
show	-0.0752655532524
women	-0.0748565442586
order	-0.0735392574786
beginning	-0.0728203845972
different	-0.0669368675488
ago	-0.0667135607574
member	-0.0638450464064
hear	-0.0616058291059
mind	-0.0610781597001
happened	-0.0605347443379
months	-0.0598998991656
turned	-0.0584453302358
ever	-0.0552922392849
four	-0.0539448290091
week	-0.0516075920535
public	-0.0511139353003
asked	-0.0464115995926
edge	-0.0402356870261
government	-0.0391898429112
health	-0.0383640669911
moment	-0.0373455671896
happen	-0.0365322366085
clear	-0.0365003102333
heart	-0.0354774250277
story	-0.0351732916222
always	-0.0344521249521
early	-0.0337458244007
u.s	-0.0336333524205
left	-0.0327486290186
result	-0.0293052293927
every	-0.0291428945192
seems	-0.0256543047939
five	-0.0226321995399
difference	-0.0216091260824
talking	-0.0207160941991
since	-0.019240226157
history	-0.0180758970899
eyes	-0.0171755626911
large	-0.0168917373588
love	-0.0138246376767
comes	-0.0121900809021
figure	-0.0110235989828
call	-0.0106340743955
possible	-0.00781231473309
children	-0.0049034325795
morning	-0.00464582863227
less	-0.000537933499562
turn	0.00133904745425
thank	0.00515266243128
small	0.013956350338
must	0.0179552742774
night	0.0195688438929
another	0.0215897110028
play	0.0221192382805
bottom	0.0243172749348
whole	0.025880975913
students	0.0297685483848
ways	0.0320244349875
set	0.0324919914802
attention	0.0397566613596
supposed	0.0411861093024
while	0.048268932777
men	0.0510722239389
needs	0.0511698862393
weeks	0.0513652767505
city	0.0531081359891
line	0.0538544141103
change	0.054247707759
during	0.0551733521994
amount	0.0579423399686
terms	0.0641372312473
name	0.0679579395341
family	0.067998550576
person	0.0740718402691
course	0.0744014442936
remember	0.0748756887602
woman	0.0764464505079
else	0.0765085709669
start	0.077441445699
become	0.0774621990253
spend	0.0782307701134
significant	0.082115137883
phone	0.0832914622291
again	0.0890721181863
wants	0.0921954750481
federal	0.0932918260116
opportunity	0.0933994605215
living	0.0936578922351
members	0.102053890189
coming	0.102757272437
answer	0.103505866406
against	0.104189534387
felt	0.104277828056
taken	0.106868391417
means	0.107068307045
table	0.109586221615
floor	0.110548213649
stay	0.11234365616
under	0.112658623162
law	0.112681129549
saw	0.117001377984
wait	0.117456255724
heard	0.121020748779
old	0.121181381862
close	0.121594711384
known	0.123598035099
willing	0.124198527459
wrong	0.130179261324
car	0.130742001256
group	0.131258487538
office	0.133354200601
issue	0.134346712092
size	0.137743087769
spent	0.140998037952
